,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
247,ELEVEN,IVE,1.0,2021.0,12.0,1.0,521.0,1.0,247737946.0,17.0,89.0,11.0,0.0,0.0,120.0,A,Major,83.0,59.0,73.0,6.0,0.0,5.0,11.0
248,Miserable Man,David Kushner,1.0,2022.0,1.0,7.0,788.0,0.0,124407432.0,13.0,0.0,32.0,1.0,0.0,110.0,A#,Major,63.0,31.0,35.0,93.0,0.0,29.0,3.0
249,happier,Olivia Rodrigo,1.0,2021.0,5.0,21.0,3069.0,4.0,850608354.0,25.0,46.0,105.0,0.0,45.0,169.0,F#,Major,39.0,36.0,45.0,81.0,0.0,8.0,13.0
250,Praise God,Kanye West,1.0,2021.0,8.0,29.0,4651.0,0.0,376333030.0,24.0,6.0,105.0,0.0,0.0,118.0,C#,Major,80.0,21.0,55.0,1.0,0.0,26.0,17.0
251,Get Into It (Yuh),Doja Cat,1.0,2021.0,6.0,25.0,4999.0,0.0,516784627.0,43.0,19.0,73.0,12.0,0.0,92.0,G#,Minor,91.0,79.0,66.0,32.0,0.0,9.0,16.0
252,Before You Go,Lewis Capaldi,1.0,2019.0,11.0,1.0,8327.0,24.0,1608045237.0,205.0,130.0,625.0,0.0,25.0,112.0,D#,Major,45.0,19.0,60.0,63.0,0.0,9.0,6.0
253,Sky,Playboi Carti,1.0,2020.0,12.0,25.0,3297.0,3.0,506778838.0,25.0,3.0,52.0,0.0,1.0,140.0,D,Major,79.0,56.0,91.0,26.0,0.0,13.0,21.0
254,Sobrio,Maluma,1.0,2021.0,7.0,8.0,3506.0,10.0,513643924.0,103.0,76.0,100.0,1.0,1.0,178.0,F,Major,76.0,63.0,77.0,14.0,0.0,15.0,22.0
255,favorite crime,Olivia Rodrigo,1.0,2021.0,5.0,21.0,3681.0,0.0,783706581.0,20.0,21.0,99.0,0.0,7.0,173.0,A,Major,40.0,19.0,29.0,86.0,0.0,34.0,4.0
256,The Business,TiÃ¯Â¿Â½Ã¯Â¿,1.0,2020.0,1.0,1.0,14311.0,0.0,1062345656.0,255.0,32.0,582.0,0.0,14.0,120.0,G#,Minor,80.0,24.0,62.0,41.0,2.0,11.0,23.0
257,I WANNA BE YOUR SLAVE,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1.0,2021.0,3.0,19.0,4873.0,0.0,851070493.0,65.0,88.0,434.0,3.0,13.0,133.0,C#,Major,75.0,96.0,61.0,0.0,0.0,18.0,4.0
258,The Feels,TWICE,1.0,2021.0,10.0,1.0,1150.0,0.0,345903614.0,20.0,99.0,44.0,0.0,2.0,120.0,A,Major,81.0,92.0,90.0,9.0,0.0,8.0,7.0
259,Pope Is a Rockstar,SALES,1.0,2016.0,4.0,20.0,1966.0,0.0,156658366.0,4.0,2.0,50.0,0.0,0.0,90.0,E,Minor,73.0,31.0,45.0,85.0,24.0,11.0,3.0
260,2055,Sleepy hallow,1.0,2021.0,4.0,14.0,2226.0,0.0,624515457.0,29.0,0.0,44.0,0.0,0.0,161.0,F#,Minor,78.0,65.0,52.0,46.0,0.0,12.0,31.0
261,Bored,Billie Eilish,1.0,2017.0,3.0,30.0,4204.0,0.0,777765388.0,39.0,45.0,250.0,0.0,0.0,120.0,G,Major,60.0,11.0,33.0,90.0,0.0,8.0,5.0
262,Astronaut In The Ocean,Masked Wolf,1.0,2019.0,1.0,1.0,7191.0,0.0,1138474110.0,146.0,18.0,478.0,0.0,7.0,150.0,E,Minor,78.0,47.0,70.0,18.0,0.0,15.0,9.0
263,Every Summertime,NIKI,1.0,2021.0,8.0,10.0,1211.0,2.0,290228626.0,30.0,2.0,5.0,0.0,6.0,79.0,F#,Major,63.0,76.0,67.0,38.0,0.0,6.0,4.0
264,Talking To The Moon,Bruno Mars,1.0,2010.0,10.0,4.0,7109.0,2.0,1062956628.0,5.0,0.0,862.0,0.0,0.0,146.0,C#,Minor,52.0,7.0,61.0,51.0,0.0,11.0,3.0
265,you broke me first,Tate McRae,1.0,2020.0,4.0,17.0,6638.0,0.0,1180094974.0,167.0,19.0,318.0,0.0,1.0,124.0,E,Major,64.0,8.0,37.0,79.0,0.0,9.0,5.0
266,Take My Breath,The Weeknd,1.0,2021.0,8.0,6.0,6392.0,0.0,432702334.0,174.0,73.0,344.0,0.0,0.0,121.0,G#,Major,75.0,53.0,74.0,2.0,0.0,11.0,5.0
267,CÃ¯Â¿Â½Ã¯Â¿Â½,Rauw Alejandro,1.0,2021.0,6.0,25.0,2636.0,3.0,465959382.0,36.0,82.0,39.0,0.0,5.0,102.0,A,Minor,77.0,26.0,63.0,58.0,0.0,11.0,5.0
268,Lucid Dreams,Juice WRLD,1.0,2017.0,6.0,15.0,14749.0,0.0,2288695111.0,188.0,34.0,710.0,0.0,5.0,84.0,B,Minor,44.0,22.0,48.0,38.0,0.0,33.0,24.0
269,The Rumbling (TV Size),SiM,1.0,2022.0,1.0,10.0,254.0,0.0,71014967.0,0.0,4.0,23.0,0.0,0.0,145.0,G#,Major,41.0,65.0,88.0,0.0,0.0,26.0,5.0
270,Blessed-Cursed,ENHYPEN,1.0,2022.0,1.0,10.0,246.0,0.0,77337771.0,2.0,12.0,10.0,0.0,0.0,127.0,E,Minor,60.0,40.0,89.0,9.0,0.0,60.0,6.0
271,Streets,Doja Cat,1.0,2019.0,11.0,7.0,5728.0,0.0,865640097.0,85.0,87.0,179.0,0.0,12.0,90.0,B,Major,75.0,19.0,46.0,21.0,4.0,34.0,8.0
272,Polaroid Love,ENHYPEN,1.0,2022.0,1.0,10.0,461.0,0.0,211372494.0,10.0,56.0,17.0,0.0,0.0,138.0,G,Minor,74.0,65.0,67.0,46.0,0.0,36.0,4.0
273,Permission to Dance,BTS,1.0,2021.0,7.0,9.0,1801.0,2.0,608334048.0,77.0,134.0,74.0,0.0,2.0,125.0,A,Major,70.0,65.0,74.0,1.0,0.0,34.0,4.0
274,RAPSTAR,Polo G,1.0,2021.0,4.0,9.0,4731.0,0.0,797402345.0,141.0,12.0,78.0,0.0,0.0,81.0,F#,Major,79.0,44.0,54.0,41.0,0.0,13.0,24.0
275,Stay Alive (Prod. SUGA of BTS),Jung Kook,1.0,2022.0,2.0,11.0,590.0,5.0,246376690.0,4.0,113.0,20.0,0.0,1.0,130.0,D,Minor,51.0,50.0,76.0,30.0,0.0,10.0,7.0
276,Boyfriend,Dove Cameron,1.0,2022.0,2.0,11.0,3766.0,0.0,496311364.0,76.0,0.0,102.0,0.0,2.0,180.0,G,Minor,35.0,23.0,61.0,23.0,0.0,19.0,6.0
277,Light Switch,Charlie Puth,1.0,2022.0,1.0,19.0,4049.0,0.0,500340342.0,119.0,6.0,85.0,1.0,1.0,184.0,F#,Major,69.0,91.0,63.0,11.0,0.0,9.0,31.0
278,Lost,Frank Ocean,1.0,2012.0,1.0,1.0,29499.0,11.0,822239726.0,124.0,27.0,587.0,0.0,4.0,123.0,A#,Minor,91.0,49.0,61.0,3.0,0.0,17.0,22.0
279,she's all i wanna be,Tate McRae,1.0,2022.0,2.0,4.0,2711.0,0.0,343197054.0,105.0,12.0,51.0,0.0,12.0,160.0,D,Minor,61.0,65.0,64.0,1.0,0.0,12.0,4.0
280,Ginseng Strip 2002,Yung Lean,1.0,2013.0,8.0,16.0,4310.0,0.0,240769997.0,13.0,0.0,113.0,1.0,3.0,115.0,C#,Major,60.0,37.0,71.0,8.0,0.0,48.0,4.0
281,Notion,The Rare Occasions,1.0,2016.0,8.0,5.0,2393.0,0.0,421135627.0,22.0,13.0,65.0,0.0,6.0,160.0,A,Major,31.0,30.0,88.0,7.0,0.0,8.0,8.0
282,Formula,Labrinth,1.0,2019.0,10.0,4.0,3444.0,7.0,554875730.0,24.0,85.0,102.0,0.0,1.0,145.0,B,Major,57.0,23.0,66.0,4.0,6.0,15.0,4.0
283,Cigarettes,Juice WRLD,1.0,2021.0,12.0,10.0,975.0,0.0,185408548.0,11.0,0.0,10.0,0.0,0.0,160.0,D,Major,60.0,47.0,62.0,3.0,0.0,38.0,4.0
284,Mujeriego,Ryan Castro,1.0,2021.0,12.0,17.0,1492.0,0.0,231996128.0,44.0,63.0,91.0,0.0,24.0,80.0,A,Major,76.0,92.0,62.0,6.0,0.0,8.0,13.0
285,Swim,Chase Atlantic,1.0,2017.0,10.0,4.0,2742.0,0.0,498960285.0,5.0,1.0,62.0,0.0,0.0,120.0,G#,Major,67.0,8.0,54.0,27.0,0.0,8.0,4.0
286,Numb Little Bug,Em Beihold,1.0,2022.0,1.0,28.0,2026.0,0.0,258714692.0,47.0,3.0,42.0,12.0,6.0,85.0,G#,Minor,74.0,61.0,52.0,30.0,0.0,26.0,9.0
287,Worst Day,Future,1.0,2022.0,2.0,11.0,910.0,0.0,50746620.0,20.0,3.0,24.0,0.0,0.0,89.0,C#,Major,65.0,60.0,60.0,11.0,0.0,10.0,40.0
288,Malvada,ZÃ¯Â¿Â½Ã¯Â¿Â½ Fe,1.0,2022.0,1.0,28.0,601.0,0.0,154119539.0,28.0,73.0,64.0,0.0,0.0,135.0,F,Minor,89.0,89.0,86.0,16.0,0.0,8.0,5.0
289,Hrs and Hrs,Muni Long,1.0,2021.0,11.0,19.0,1800.0,0.0,181328253.0,43.0,36.0,46.0,13.0,4.0,140.0,G#,Minor,51.0,66.0,53.0,60.0,0.0,11.0,18.0
290,Alien Blues,Vundabar,1.0,2015.0,7.0,24.0,1930.0,0.0,370068639.0,3.0,0.0,28.0,0.0,1.0,82.0,D#,Major,47.0,44.0,76.0,8.0,91.0,9.0,3.0
291,Still Don't Know My Name,Labrinth,1.0,2019.0,10.0,4.0,6332.0,0.0,563902868.0,47.0,116.0,266.0,0.0,0.0,88.0,F,Major,31.0,31.0,63.0,47.0,27.0,21.0,12.0
292,Christmas Tree,V,1.0,2021.0,12.0,24.0,509.0,9.0,317622165.0,8.0,106.0,6.0,0.0,8.0,139.0,F,Major,44.0,18.0,38.0,70.0,0.0,12.0,4.0
293,When I R.I.P.,Labrinth,1.0,2019.0,10.0,4.0,2578.0,0.0,203680270.0,8.0,67.0,66.0,0.0,0.0,80.0,G#,Minor,39.0,45.0,55.0,73.0,0.0,9.0,21.0
294,Forever,Labrinth,1.0,2019.0,10.0,4.0,3618.0,0.0,282883169.0,21.0,86.0,138.0,0.0,2.0,80.0,E,Minor,56.0,19.0,46.0,92.0,72.0,11.0,3.0
295,Adore You,Harry Styles,1.0,2019.0,12.0,6.0,13454.0,1.0,1439191367.0,246.0,71.0,519.0,2.0,5.0,99.0,G#,Major,68.0,57.0,77.0,2.0,0.0,10.0,5.0
296,Una Noche en MedellÃ¯Â¿Â½,Cris Mj,1.0,2022.0,1.0,21.0,5415.0,32.0,682475162.0,46.0,16.0,53.0,1.0,2.0,96.0,A#,Minor,87.0,82.0,53.0,10.0,0.0,5.0,8.0
297,Envolver,Anitta,1.0,2021.0,11.0,11.0,4673.0,2.0,546191065.0,123.0,113.0,180.0,1.0,4.0,92.0,E,Minor,81.0,40.0,73.0,15.0,0.0,9.0,8.0
298,Starlight,Dave,1.0,2022.0,3.0,3.0,1856.0,3.0,229473310.0,29.0,40.0,31.0,1.0,1.0,124.0,G,Major,95.0,36.0,37.0,35.0,0.0,10.0,28.0
299,Hati-Hati di Jalan,Tulus,1.0,2022.0,3.0,3.0,200.0,2.0,202677468.0,12.0,4.0,0.0,0.0,0.0,72.0,F#,Major,64.0,76.0,44.0,70.0,9.0,12.0,4.0
300,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.0,2004.0,5.0,4.0,2954.0,2.0,527033089.0,18.0,82.0,0.0,0.0,5.0,95.0,A#,Major,81.0,56.0,70.0,4.0,0.0,5.0,24.0
301,Jordan,Ryan Castro,1.0,2021.0,4.0,30.0,2844.0,2.0,394030335.0,29.0,2.0,35.0,1.0,0.0,180.0,A#,Minor,80.0,71.0,68.0,6.0,0.0,10.0,37.0
302,Nail Tech,Jack Harlow,1.0,2022.0,2.0,18.0,2939.0,0.0,193443895.0,42.0,0.0,24.0,0.0,0.0,150.0,E,Minor,65.0,11.0,58.0,0.0,0.0,12.0,9.0
303,Chale,Eden MuÃ¯Â¿Â½Ã¯,1.0,2022.0,2.0,18.0,695.0,11.0,299648208.0,16.0,41.0,13.0,1.0,1.0,189.0,G#,Major,55.0,86.0,44.0,40.0,0.0,7.0,4.0
304,Ya No Somos Ni Seremos,Christian Nodal,1.0,2022.0,2.0,18.0,866.0,16.0,319757142.0,27.0,84.0,32.0,7.0,11.0,140.0,G,Major,59.0,73.0,45.0,44.0,0.0,34.0,3.0
305,this is what falling in love feels like,JVKE,1.0,2021.0,9.0,3.0,2005.0,0.0,346127840.0,16.0,5.0,43.0,0.0,7.0,129.0,B,Major,42.0,33.0,44.0,62.0,0.0,8.0,6.0
306,La Zona,Bad Bunny,1.0,2020.0,2.0,29.0,1188.0,0.0,312622938.0,13.0,1.0,15.0,0.0,1.0,94.0,C#,Minor,76.0,81.0,80.0,20.0,0.0,25.0,4.0
307,Hope,XXXTENTACION,1.0,2018.0,3.0,16.0,3659.0,0.0,1200808494.0,11.0,10.0,267.0,0.0,7.0,146.0,A,Minor,59.0,23.0,46.0,66.0,0.0,15.0,6.0
308,Levitating,Dua Lipa,1.0,2020.0,3.0,27.0,9833.0,0.0,797196073.0,233.0,82.0,531.0,1.0,1.0,103.0,F#,Minor,69.0,90.0,88.0,5.0,0.0,29.0,8.0
309,MonÃ¯Â¿Â½Ã¯Â¿Â½y so,YEAT,1.0,2021.0,9.0,10.0,1473.0,0.0,263779030.0,2.0,0.0,12.0,0.0,10.0,138.0,D,Major,69.0,35.0,57.0,12.0,0.0,10.0,9.0
310,Demasiadas Mujeres,C. Tangana,1.0,2020.0,10.0,8.0,2226.0,0.0,339473453.0,36.0,2.0,11.0,0.0,14.0,126.0,A,Minor,67.0,37.0,46.0,13.0,0.0,10.0,39.0
311,O.O,NMIXX,1.0,2022.0,2.0,22.0,290.0,0.0,135444283.0,9.0,66.0,10.0,0.0,0.0,200.0,B,Minor,39.0,28.0,77.0,4.0,0.0,6.0,29.0
312,First Class,Jack Harlow,1.0,2022.0,4.0,8.0,8737.0,0.0,694525298.0,163.0,32.0,137.0,15.0,12.0,107.0,G#,Major,91.0,32.0,56.0,3.0,0.0,11.0,10.0
313,Fuera del mercado,Danny Ocean,1.0,2022.0,2.0,17.0,2499.0,21.0,421365166.0,68.0,24.0,43.0,1.0,0.0,92.0,G#,Major,45.0,27.0,67.0,32.0,0.0,13.0,14.0
314,When You're Gone,Shawn Mendes,1.0,2022.0,3.0,31.0,2092.0,0.0,255120451.0,75.0,11.0,44.0,0.0,14.0,147.0,F,Major,60.0,58.0,69.0,2.0,0.0,58.0,4.0
315,In My Head,Lil Tjay,1.0,2022.0,4.0,1.0,1185.0,0.0,190981339.0,21.0,0.0,31.0,0.0,0.0,143.0,C#,Major,68.0,41.0,55.0,16.0,0.0,10.0,12.0
316,Wait a Minute!,Willow,1.0,2015.0,1.0,11.0,11985.0,0.0,924193303.0,79.0,80.0,250.0,3.0,10.0,101.0,D#,Minor,76.0,63.0,71.0,3.0,0.0,10.0,3.0
317,LOVE DIVE,IVE,1.0,2022.0,4.0,5.0,753.0,8.0,305771063.0,28.0,124.0,13.0,0.0,1.0,118.0,C#,Minor,70.0,54.0,71.0,0.0,0.0,33.0,4.0
318,Chance,Paulo Londra,1.0,2022.0,4.0,6.0,225.0,0.0,89566512.0,11.0,0.0,7.0,0.0,0.0,138.0,C#,Minor,72.0,22.0,46.0,24.0,0.0,9.0,6.0
319,Cool for the Summer,Demi Lovato,1.0,2015.0,1.0,1.0,9243.0,0.0,677389855.0,155.0,5.0,577.0,0.0,6.0,114.0,F,Minor,59.0,30.0,62.0,1.0,0.0,8.0,4.0
320,Angel Baby,Troye Sivan,1.0,2021.0,9.0,9.0,1959.0,9.0,408843328.0,52.0,25.0,32.0,0.0,10.0,145.0,B,Major,56.0,41.0,57.0,1.0,0.0,13.0,3.0
321,Right On,Lil Baby,1.0,2022.0,4.0,8.0,1116.0,0.0,101780047.0,31.0,9.0,15.0,0.0,1.0,166.0,D,Major,70.0,22.0,61.0,2.0,0.0,10.0,34.0
322,That's Hilarious,Charlie Puth,1.0,2022.0,4.0,8.0,686.0,2.0,146363130.0,11.0,6.0,12.0,0.0,15.0,108.0,F#,Major,71.0,55.0,44.0,74.0,0.0,11.0,6.0
323,Soy El Unico,Yahritza Y Su Esencia,1.0,2022.0,3.0,25.0,226.0,0.0,126443991.0,5.0,0.0,4.0,0.0,1.0,84.0,E,Minor,71.0,63.0,45.0,45.0,0.0,11.0,3.0
324,RUMBATÃ¯Â¿Â½,Daddy Yankee,1.0,2022.0,3.0,25.0,1264.0,0.0,157990698.0,20.0,4.0,52.0,0.0,1.0,95.0,D#,Minor,69.0,90.0,91.0,6.0,0.0,35.0,4.0
325,Falling,Harry Styles,1.0,2019.0,12.0,13.0,7556.0,0.0,1023187129.0,124.0,24.0,254.0,0.0,8.0,110.0,E,Major,57.0,6.0,27.0,84.0,0.0,9.0,3.0
326,Fim de Semana no Rio,teto,1.0,2022.0,3.0,30.0,315.0,2.0,139193812.0,27.0,2.0,31.0,0.0,0.0,119.0,C#,Minor,87.0,28.0,50.0,12.0,0.0,10.0,10.0
327,MANIAC,Stray Kids,1.0,2022.0,3.0,18.0,651.0,0.0,212234990.0,6.0,188.0,20.0,0.0,0.0,120.0,C#,Major,58.0,71.0,80.0,15.0,0.0,7.0,41.0
328,Golden,Harry Styles,1.0,2019.0,12.0,13.0,8429.0,1.0,807015863.0,85.0,24.0,200.0,0.0,2.0,140.0,E,Minor,45.0,25.0,84.0,21.0,0.0,13.0,6.0
329,Ain't Shit,Doja Cat,1.0,2021.0,6.0,25.0,3436.0,0.0,499710590.0,32.0,6.0,46.0,0.0,1.0,124.0,D#,Major,86.0,62.0,49.0,51.0,0.0,35.0,21.0
330,Still Life,BIGBANG,1.0,2022.0,4.0,5.0,181.0,0.0,53909146.0,16.0,14.0,7.0,0.0,0.0,118.0,G#,Major,68.0,24.0,58.0,44.0,0.0,6.0,3.0
331,N95,Kendrick Lamar,1.0,2022.0,5.0,13.0,5542.0,0.0,301242089.0,52.0,16.0,65.0,0.0,206.0,140.0,D#,Minor,81.0,39.0,66.0,38.0,0.0,12.0,14.0
332,About Damn Time,Lizzo,1.0,2022.0,4.0,14.0,9021.0,0.0,723894473.0,242.0,49.0,272.0,21.0,24.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0
333,DespuÃ¯Â¿Â½Ã¯Â¿Â½s de la P,Bad Bunny,1.0,2022.0,5.0,6.0,2229.0,0.0,461558540.0,27.0,44.0,24.0,0.0,5.0,78.0,F,Major,56.0,61.0,90.0,36.0,0.0,18.0,31.0
334,United In Grief,Kendrick Lamar,1.0,2022.0,5.0,13.0,2575.0,0.0,156898322.0,4.0,5.0,12.0,0.0,51.0,87.0,G#,Major,52.0,32.0,83.0,24.0,0.0,17.0,43.0
335,Rich Spirit,Kendrick Lamar,1.0,2022.0,5.0,13.0,3486.0,0.0,173702135.0,20.0,10.0,33.0,0.0,0.0,96.0,A#,Minor,85.0,41.0,43.0,39.0,0.0,12.0,21.0
336,Me Fui de Vacaciones,Bad Bunny,1.0,2022.0,5.0,6.0,1443.0,0.0,305650299.0,9.0,11.0,22.0,1.0,0.0,85.0,A#,Major,71.0,43.0,65.0,23.0,0.0,9.0,5.0
337,Count Me Out,Kendrick Lamar,1.0,2022.0,5.0,13.0,2729.0,0.0,126191104.0,3.0,7.0,13.0,0.0,1.0,134.0,G,Major,78.0,51.0,43.0,69.0,0.0,14.0,9.0
338,Dos Mil 16,Bad Bunny,1.0,2022.0,5.0,6.0,892.0,3.0,338422004.0,10.0,24.0,11.0,0.0,0.0,130.0,C#,Major,82.0,50.0,67.0,12.0,0.0,13.0,5.0
339,Un Coco,Bad Bunny,1.0,2022.0,5.0,6.0,1029.0,28.0,403231558.0,5.0,28.0,9.0,0.0,0.0,152.0,B,Major,84.0,74.0,69.0,21.0,0.0,18.0,6.0
340,Worldwide Steppers,Kendrick Lamar,1.0,2022.0,5.0,13.0,1480.0,0.0,61739839.0,1.0,0.0,5.0,0.0,0.0,72.0,A#,Minor,56.0,56.0,47.0,76.0,0.0,8.0,36.0
341,Aguacero,Bad Bunny,1.0,2022.0,5.0,6.0,829.0,0.0,283359161.0,4.0,15.0,10.0,0.0,0.0,121.0,F#,Minor,86.0,67.0,65.0,42.0,0.0,35.0,7.0
342,Un Verano Sin Ti,Bad Bunny,1.0,2022.0,5.0,6.0,1004.0,1.0,283332261.0,8.0,12.0,9.0,0.0,0.0,188.0,F,Minor,50.0,41.0,50.0,69.0,0.0,12.0,6.0
343,EnsÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ame ,Bad Bunny,1.0,2022.0,5.0,6.0,1112.0,3.0,279737940.0,7.0,25.0,12.0,0.0,0.0,105.0,G#,Major,81.0,77.0,79.0,19.0,0.0,47.0,8.0
344,El ApagÃ¯Â¿Â½,Bad Bunny,1.0,2022.0,5.0,6.0,1209.0,0.0,212351890.0,9.0,7.0,14.0,0.0,1.0,118.0,G#,Major,63.0,60.0,70.0,5.0,0.0,9.0,31.0
345,Dua Lipa,Jack Harlow,1.0,2022.0,5.0,6.0,1992.0,0.0,150500965.0,35.0,0.0,3.0,0.0,0.0,158.0,B,Major,83.0,41.0,65.0,0.0,10.0,11.0,8.0
346,Agosto,Bad Bunny,1.0,2022.0,5.0,6.0,897.0,0.0,246127838.0,6.0,20.0,8.0,0.0,0.0,115.0,C#,Minor,85.0,72.0,58.0,9.0,0.0,49.0,12.0
347,House Of Memories,Panic! At The Disco,1.0,2016.0,1.0,15.0,2948.0,0.0,582863434.0,10.0,2.0,150.0,0.0,0.0,110.0,B,Minor,51.0,48.0,82.0,0.0,0.0,5.0,3.0
348,In The Stars,Benson Boone,1.0,2022.0,4.0,29.0,2224.0,8.0,382199619.0,48.0,40.0,87.0,1.0,210.0,78.0,A#,Major,36.0,30.0,54.0,34.0,0.0,14.0,5.0
349,Rich - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1103.0,0.0,41210087.0,0.0,0.0,0.0,0.0,0.0,104.0,G,Major,44.0,74.0,42.0,88.0,0.0,9.0,9.0
350,SUPERMODEL,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1.0,2022.0,5.0,13.0,2265.0,0.0,231657891.0,93.0,12.0,173.0,11.0,3.0,121.0,G,Major,64.0,80.0,88.0,0.0,0.0,12.0,6.0
351,Stefania (Kalush Orchestra),KALUSH,1.0,2022.0,3.0,10.0,555.0,0.0,53729194.0,10.0,4.0,4.0,0.0,0.0,105.0,D,Major,83.0,32.0,82.0,14.0,0.0,12.0,4.0
352,Thousand Miles,The Kid Laroi,1.0,2022.0,4.0,22.0,2050.0,0.0,244741137.0,52.0,9.0,46.0,0.0,1.0,81.0,G,Major,38.0,20.0,66.0,9.0,0.0,9.0,8.0
353,Crown,Kendrick Lamar,1.0,2022.0,5.0,13.0,1493.0,0.0,42485571.0,2.0,0.0,10.0,0.0,0.0,170.0,C#,Minor,37.0,14.0,24.0,80.0,0.0,11.0,4.0
354,Auntie Diaries,Kendrick Lamar,1.0,2022.0,5.0,13.0,1545.0,0.0,37778188.0,1.0,0.0,4.0,0.0,0.0,78.0,G,Major,43.0,60.0,38.0,76.0,1.0,48.0,38.0
355,PUFFIN ON ZOOTIEZ,Future,1.0,2022.0,4.0,29.0,2350.0,0.0,254218729.0,28.0,42.0,23.0,0.0,0.0,125.0,G#,Major,88.0,28.0,66.0,6.0,0.0,13.0,31.0
356,Mirror,Kendrick Lamar,1.0,2022.0,5.0,13.0,1929.0,0.0,53603447.0,2.0,0.0,4.0,0.0,0.0,92.0,E,Minor,66.0,29.0,65.0,23.0,0.0,8.0,7.0
357,Beautiful Girl,Luciano,1.0,2022.0,4.0,22.0,710.0,4.0,160035717.0,16.0,11.0,18.0,0.0,0.0,140.0,B,Minor,84.0,61.0,42.0,31.0,0.0,9.0,9.0
358,Savior - Interlude,Kendrick Lamar,1.0,2022.0,5.0,13.0,1194.0,0.0,37091576.0,0.0,0.0,3.0,0.0,0.0,118.0,F,Minor,66.0,83.0,43.0,84.0,0.0,19.0,19.0
359,ZOOM,Jessi,1.0,2022.0,4.0,13.0,608.0,0.0,136996305.0,5.0,29.0,14.0,0.0,0.0,100.0,F#,Major,87.0,46.0,60.0,1.0,0.0,13.0,16.0
360,SloMo,Chanel,1.0,2021.0,12.0,24.0,1211.0,0.0,65719930.0,31.0,0.0,19.0,0.0,2.0,105.0,C#,Minor,73.0,59.0,81.0,13.0,0.0,9.0,6.0
361,FEARLESS,LE SSERAFIM,1.0,2022.0,5.0,2.0,629.0,0.0,229497852.0,18.0,75.0,9.0,0.0,0.0,104.0,G,Major,86.0,43.0,62.0,5.0,0.0,13.0,14.0
362,10 Things I Hate About You,Leah Kate,1.0,2022.0,3.0,23.0,1301.0,0.0,185550869.0,23.0,1.0,15.0,0.0,0.0,154.0,G#,Major,54.0,45.0,79.0,1.0,0.0,17.0,5.0
363,SPACE MAN,Sam Ryder,1.0,2022.0,2.0,22.0,1329.0,0.0,54682594.0,42.0,51.0,32.0,0.0,0.0,80.0,B,Major,47.0,33.0,83.0,18.0,0.0,10.0,5.0
364,Iris,The Goo Goo Dolls,1.0,1998.0,3.0,31.0,13101.0,9.0,1284942608.0,137.0,5.0,582.0,0.0,0.0,156.0,B,Minor,32.0,49.0,72.0,0.0,0.0,9.0,4.0
365,The Heart Part 5,Kendrick Lamar,1.0,2022.0,5.0,8.0,2939.0,0.0,71423324.0,29.0,0.0,30.0,0.0,0.0,98.0,G#,Minor,76.0,79.0,81.0,18.0,0.0,6.0,34.0
366,San Lucas,Kevin Kaarl,1.0,2019.0,11.0,7.0,407.0,1.0,244891912.0,5.0,0.0,5.0,0.0,0.0,92.0,G,Major,58.0,27.0,36.0,86.0,0.0,9.0,3.0
367,This Love (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Ve,Taylor Swift,1.0,2022.0,5.0,6.0,1492.0,0.0,132171975.0,26.0,2.0,15.0,0.0,2.0,144.0,E,Major,47.0,7.0,50.0,32.0,0.0,7.0,4.0
368,Good Looking,Suki Waterhouse,1.0,2017.0,10.0,20.0,2264.0,0.0,184706613.0,11.0,6.0,25.0,0.0,1.0,150.0,E,Major,37.0,27.0,56.0,8.0,0.0,13.0,3.0
369,Flowers,Lauren Spencer Smith,1.0,2021.0,8.0,9.0,801.0,0.0,184826429.0,42.0,9.0,24.0,1.0,1.0,138.0,D#,Major,70.0,31.0,44.0,84.0,0.0,9.0,39.0
370,Yet To Come,BTS,1.0,2022.0,6.0,10.0,829.0,0.0,302006641.0,32.0,110.0,26.0,0.0,0.0,172.0,C#,Major,56.0,68.0,89.0,4.0,0.0,33.0,19.0
371,Run BTS,BTS,1.0,2022.0,6.0,10.0,736.0,0.0,330881149.0,5.0,132.0,17.0,0.0,3.0,77.0,G#,Major,72.0,70.0,82.0,2.0,0.0,4.0,17.0
372,Music For a Sushi Restaurant,Harry Styles,1.0,2022.0,5.0,20.0,4449.0,1.0,334733572.0,80.0,11.0,66.0,0.0,1.0,107.0,B,Major,72.0,36.0,72.0,26.0,6.0,11.0,4.0
373,Matilda,Harry Styles,1.0,2022.0,5.0,20.0,3218.0,3.0,366214458.0,29.0,10.0,79.0,0.0,0.0,114.0,D,Major,51.0,39.0,29.0,90.0,0.0,10.0,4.0
